,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
101,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",장*준,3,이어팁 귓구멍 사람마다 케바케,이어팁을 왜 기본으로 안주는질 모르겠슴 삼성 아오 ; 그거 고무쪼가리 얼마나한다고 팔아먹을라고 그런가;일단 제귀에는 왼쪽귀에는 맞는데 오른쪽귀에는 잘빠짐;; 이어팁 살라고 찾아보니 2만원 ;;
102,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",윤*지,3,음질,음질기대를 너무많이했나봐요크기는한대 기대만큼 좋은지는 모르겠어요상품평들은 좋아서샀는데버즈를 처음쓰는거라 비교가 안되네요그전버전은 얼마나 안좋았던건지...이십만원에 산거치곤 엄청나진않습니다보라색이라 더비싸네요 검정색은13만원대던데...ㅜㅜ
103,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*미,5,비싸다고는 하지만 감당 가능,가격이 가장 단점이라고 하지만 이러한 부분을 커버하고도 남을 만치 좋습니다. 갤럭시 핸드폰을 사용한다면 ㅁㅊ 동기화와 지동연결에 다시 갤럭시를 찾게됩니다. 이전에 쓰던 버즈을 잃어버려서 급하게 사운드ㅋ어 제품을 써봤는데 제품 연결하는 부분에서 탭과 핸드폰을 오가며 불편함을 느꼈습니다. 결국 이런 불편함으로 갤럭시 라인으로 이어폰을 갈아탓고 역시나 자동연결이 좋음을 알 수 있었습니다. 진작 살껄...
104,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*호,5,갤럭시에는 버즈가 맞네요.,그동안 QCY만 쓰다가 처음으로 버즈를 썼는데 퀄리티가 다르네요. 액티브 노이즈 캔슬링부터 여러 편의 기능을 보니 이젠 QCY로 못 돌아가겠네요.
105,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*주,5,대화감지기능에 대만족,노이즈캔슬링 좋구요 대화 감지도 잘 되서 좋아요싼귀라 그런지 대체로 만족하긴 하는데다만 오래 착용할 경우 귀가 좀 아픈(?) 불편한 감이 있어요전 오래 착용하는 일이 잦은 편은 아니어서 이어팁 추가구매해볼 생각이고요근데  1주일 사이에 199천원.....ㅋ나름 싼 가격 20% 221천원대에 잘 샀다고 생각했는데쿠팡이 재고 떨려고 이러는지....ㅋ네.. 인생은 타이밍..장바구니에 담아놓고 타이밍 보다 사세요들지금 추세라면 19만 미만으로도 살수 있을듯 ㅋ
106,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*수,5,기존 사용하던 버즈 고장나서 구매,기존에 사용하던 버즈라이브가 끊기기시작하면서잘 안들려서 서비스센터 가자니 시간도안되고 해서 그냥 새로사야겠다 마음먹고 구매했어요~
107,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*현,5,아주 만족합니다,버즈2프로가 버즈프로와 비교해서 얇고 작아진것 같습니다.작은 아들이랑 쓰려고 2개 구매했는데 하루도 안되서  큰아들이랑 바꿨습니다.저는 버즈2프로 쓰다가 버즈프로 쓰니 왠지 두껍고 불편했는데아들은 버즈프로 쓰다가 버즈2프로로 쓰니 헐거워진 느낌이라고하네요.어쨌든 개인적으로는 2가 밀착 및 착용감은 더 좋은듯 합니다.그 외 다른 기능도 많이 개선된 것 같습니다.
108,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*수,5,노캔의 신세계! 음질은 good!,작동 처음부터 노캔의 느낌을 받으실 수 있습니다. 하지만 음질의 상태는 고역대가 가끔 찌른다는 느낌도 있습니다. 해당 가격대에서는 훌륭합니다.
109,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",도마,5,이어팁,이어팁은 좀고민해보시길... 메모리폼팁으로 교체해봤는데 기본이어팁이 더좋았습니다진짜 노캔과 음질이 상당하네요잘산거같습니다
110,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*정,5,캡짱,생각보다 노이즈 캔슬링도 좋고 기능이 많아서 좋아요.그중에 주변소음듣기랑 말소리나면 자동으로 음량 줄여주는 기능은 아주 유용합니다.이건 갤럭시 유저라 사용가능한거같지만요
111,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",bony316,4,가격이 점점 싸지는것 빼고는 좋네요,쿠팡 특성상 어쩔 수 없지만급한 것도 아닌데 좀 천천히 살걸 그랬네요지금 거의 팔천원이 더 떨어졌네요ㅠ..주말이 주로 더 비싼 것 같길래 평일에 샀는데그런 건 없나봐요아무튼 무광에 고급스럽고 좋습니다
112,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",Ecks,5,"음질, 편의성, 연동성 상박자를 다 갖춘 제품",외관부터 유광에서 무광으로 변경되어 금액대에 맞는 차분한 느낌으로 바뀌었습니다.음질도 이제는 타사와 비교해 볼만한 수준까지 좋아졌습니다.전송 대역폭이 더 높은 코덱을 지원하면서 더욱 고음질로 음악 감상을 할 수 있게 되었습니다.갤럭시 기기간 자동 전환되어 전화나 음악감상 시 별도의 조작이 필요 없고 폰과 워치에서 위젯을 지원해 노캔 온오프를 빠르게 할 수 있습니다.갤럭시 유저 중 블루투스 이어폰이 필요한 분에게 최고의 선택지일 것입니다.
113,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",한*돌,5,말해뭐해?,그냥 최고임  너무좋아여 참고로 케이스는베루스 제품 입니다 케이스랑 너무찰떡인듯
114,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",백*흠,5,등록된 헤드라인이 없습니다,주위 소음이 완전 차단되어 약간은 조심할 필요가 있긴하지만 음악을 들을때나 필요에 따라 소음을 차단할 때 정말 좋습니다
115,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*준,5,아직까진 노캔성능은 에어팟프로 하위호환...?,에어팟프로 1년쓰다 버즈2프로로 갈아탔는데노캔성능은 에어팟프로는 조용한반면 버즈는백색소음? 빗소리같은게 들리네요 ㅎㅎ음질은 확실히 버즈2프로가좋아요ㅋ
116,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*서,5,에어팟프로가 더 좋은데요 갤럭시는 버즈쓰세요,에어팟프로가 더 좋은데요 갤럭시랑 호환이 깔끔하진 않아요에어팟 프로쓰면서 순간 열받아서 버즈구매한 후기입니다갤럭시는 버즈쓰세요
117,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*운,5,할인해서 구매했습니다.,최근에 출시한 버즈 시리즈라고 하더라도 가격이 금방 떨어지기에 구매를 망설였습니다. 정가 주고 쓸 정도는 아니라고 생각했습니다. 그런데 쿠팡에서 세일을 하길래 냅다 구매했는데 만족스러웠습니다.음질은 그럭저럭입니다. 평소에 좋은 음질로 듣는다면 엄청나게 좋다고는 느끼지 못 할 것 같습니다. 그래도 여러 호환성과 기능이 우수한 편이라서 불만이 없네요!
118,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*담,5,등록된 헤드라인이 없습니다,버즈1을 쓰다가 바꿔서 착용감이 정말 좋아진 느낌입니다. 통화품질도 훨씬 좋아요
119,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",이*국,4,등록된 헤드라인이 없습니다,라이브 쓰다가 바꿨는데 음질이 아주 좋네요.제 귀에는 조금 안맞는거 같아요 오래끼고 일하다 보면 빠질때도 있어요
120,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",정*희,5,등록된 헤드라인이 없습니다,원래 프로1 썼다가 2로 샀는데 기존꺼는 귀가 너무아파서 한시간 넘게들으면 귀가 꽉 껴있는 느낌이들었는데 이건 낀 느낌도 안나고 피어싱도 안건들여서 너무좋담~막귀라 음질은 잘모르겠고 확실히 조굼 즉아져서그런자 음압차이같은게 안나서 좋다. 역시 많이 사는데는 이유가 있음사람들이 가성비 별루다 하는데 솔직히 에어팟이나 버즈나...처음부터 에어팟이 비싸게 받아서 그렇지 버즈도 이 가격이 바싸다고 느껴지진 않는데...
121,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*헌,5,등록된 헤드라인이 없습니다,양쪽  다 사용하면  밖에 소리가 좀 .... 적응이 안되서 한쪽만 끼구 사용합니다음향이 깔끔하고 좋아여
122,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",임*상,5,에어팟프로 근처도 못감,"유튜버들 한테 또 속았네 도대체 노캔이 되는지도 인식도 잘 안됨, 음질 좋다고? 너무 가볍고 귀를 피곤하게함. 에어팟이 음질도 편안하고 노캔 비교 자체가 안됨.. 이건 노켄이 되는지 조초도 분간이 안됨 ㅜㅜㅜ 아 슬프다 갤럭시에 쓸만한 이어폰이 없네"
123,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*현,5,등록된 헤드라인이 없습니다,이번에 새로 나왔다길래 주문해봤는데음질 너무 좋아요~
124,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",곽*후,5,정말 가성비 최고입니다!,"디자인도, 음질도 너무 좋고, 사용하기 너무 편리해요! 에어팟보다 가성비 너무 좋습니다."
125,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*서,5,귀에 딱 맞는 제품을 찾았다,한쪽 귀가 매우 예민해서 쉽게 피곤해지는 타입이라 귀에 완벽히 맞는 제품을 바랬는데 이게 제일 맞는거같다. 가벼워서 부담스럽지도 않고 노캔 성능은 이어폰 노캔이 보여줄수 있는 최정점의 성능인거 같다. 음질마저 매우 준수함. 덕분에 귀에 거의 무리가 가지 않는 수준이다. 사기 전까진 굳이 프로까지 사야하나 라고 생각했지만 내 귀를 위해서라도 오히려 비싼거 사는게 맞는거같다.
126,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김민정,5,좋아요,아이폰에서 삼성으로 넘어오면서 하나씩 다바꿔야 해서에어팟사용하다 버즈로 넘어왔는데와 음질 모죠 ㅎㅎ 와 그저 신세게에요♡색상만 그라이트 사고싶었는데 구매하려고 할때품절 이리 흰색으로 왔는데 깔끔하고 예뻐요♡
127,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",조*용,5,등록된 헤드라인이 없습니다,에어팟 오픈형 이어폰 쓰다가 커널형 쓰니 귀에 부담가는 느낌이 있네요적응좀 하면 괜찮아질지
128,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",lifeis계란,5,등록된 헤드라인이 없습니다,노이즈캔슬링 대박아에요 추천합니다 다만 제가 살 땐 십구만사천원이었는데 가격이 많이 떨어졌네요 슬픈 기분이 드네요...가격을 숫자로적으니 쿠팡이 리뷰를 승인안하는군요..이자식들
129,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",정이도,5,충전단자가 귀에 전기 찌릿함 피카츄용인가,"오른쪽 이어버드 터치 시 귀와 충전단자가 닿을 때 전기가 찌릿찌릿 옵니다.느낌은 정전기 오는 느낌정도에서 살짝 약한느낌,,?조금 토할거 같은 느낌도 듭니다.다른 기능은 문제없어보이는데 조금 전 막 개봉하고 사용중인거라서일단 쓰면서 몇일간 계속 전기가 찌릿하면 교환할 예정입니다."
130,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",한*지,5,가볍고 색상도 너무 이뻐요 음질은 말해뭐해!,기존 버즈 프로 쓰다가 버즈2 프로로 넘어왔는데확실히 제품이 많이 가벼워지고 색상도 이뻐졌어요!로켓배송이라 더 좋아요
131,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",전*훈,5,등록된 헤드라인이 없습니다,기존에 쓰던 버즈 플러스가 고질적인 결함문제로 서비스센터 가야 고칠수 있다는 말을 듣고그냥 버즈2 프로를 구입했네요. 가격도 많이 떨어진 것 같고제가 19만원선에 구매했는데 지금은 18만원 수준까지 떨어졌군요ㅠㅠ
132,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",깨꼬비,5,등록된 헤드라인이 없습니다,어머님 선물로 사드렸는데 너무 좋아하시네요제가 가지고있는 버즈2 화이트보다 훨씬 고급져보입니다.
133,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",J*G,5,좋아요,이어폰이 가볍고 착용감이 너무 좋아요.노이즈캔슬링도 잘 되고 너무 좋아요
134,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",밤토리엄마,5,착용감은 제기준으로는 버즈2가 더 편하는데..,음질은 역시 이 제품이 짱입니다~^^받자마자 바로 착용해봤는데 귀가 약간 아프드라구요~버즈2는 아프지는 않았지만~개인적으로 다 신체부위가 차이가 있으니까요 ㅎ나름대로 음질테스트를 해보니까 넘 맘에 듭니다~강추
135,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",꽈리상추,5,굿굿,세일때 잘삿네여.버즈프로 ㅡ 버즈2 ㅡ 버즈프로2 테크탔네요.버즈프로보다 버즈2가 후짐.베이스 소리자체가 안울리고. 지하철소리도 캔슬링안댐버즈프로2가 그냥 최고임. 돈더주고 이거사세여.귀에 쏙들어가게 층나눠져있고. 프로2 2년정도 쓰면 프로3나오겠지
136,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*민,5,1주 사용후기,원래 버즈 라이브를 2년동안 잘 사용했는데 잃어버리는 바람에 훅 질러버렸습니다. 스펙상 대부분은 라이브 보다 뛰어났지만 배터리 타임이 라이브보다 떨어지는 것 같아보였는데 체감상 그 부분은 큰 차이가 없던 것 같습니다.  다른부분도 원체 뛰어났지만 특히 놀란 부분은 무게의 차이였던 것 같습니다. 진짜 미쳤어요.. (개인적으로 생각했던 것 이상으로 가벼워서 오히려 처음에 적응하는데 어색함까지 느껴졌으니까요) 가격이 못된거 같긴한데 만약 본인이 갤럭시 유저라서 이어폰을 고민한다 하시면 강추합니다!
137,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",유이지하,5,착용감은 최고,기존 버즈 프로보다는 착용감이 훨신 좋아졌음다만 기존 이어팁에대해선 개선이라기보다 개발을 다시 해야할듯 싶음...기존 버즈 프로보다 더 잘떨어짐...
138,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",쿠팡실구매자,5,등록된 헤드라인이 없습니다,무선이어폰은 필수인 시대 .. 애플 에어팟 쓰다가 최근에 갈아탔는데아주 만족해용 ♡ 연보라색 넘 예뻐요!!ㅎㅎㅎ노래를 많이 듣는 편은 아니라 그냥 버즈랑 고민하다 프로로 구매했는데..역시 노이즈캔슬링은 혁명 ❤️
